date,Close,High,Low,Open,Volume
2016-03-17,10923.5,10961.650390625,10854.0,10854.0,14000
2016-03-18,11159.7001953125,11177.25,10938.0498046875,10938.0498046875,17100
2016-03-21,11193.849609375,11221.7998046875,11093.599609375,11158.9501953125,10900
2016-03-22,11206.599609375,11229.25,11118.5,11171.900390625,19500
2016-03-23,11228.150390625,11246.0,11125.099609375,11219.7001953125,17600
2016-03-28,11168.7001953125,11384.900390625,11112.849609375,11328.150390625,20400
2016-03-29,11114.7001953125,11188.650390625,11089.0,11172.7998046875,14600
2016-03-30,11254.5498046875,11271.7001953125,11127.5,11127.5,14600
2016-03-31,11309.2998046875,11387.900390625,11216.4501953125,11240.599609375,28700
2016-04-01,11194.650390625,11352.0498046875,11128.0498046875,11306.349609375,13600
2016-04-04,11387.7001953125,11407.4501953125,11224.900390625,11224.900390625,10700
2016-04-05,11274.9501953125,11399.0498046875,11245.5,11386.5498046875,9800
2016-04-06,11224.9501953125,11325.099609375,11165.25,11325.099609375,9600
2016-04-07,11102.599609375,11264.599609375,11087.2001953125,11264.599609375,8700
2016-04-08,11061.150390625,11085.650390625,11028.150390625,11082.25,9300
2016-04-11,11291.349609375,11304.650390625,10975.150390625,11066.25,13300
2016-04-12,11304.4501953125,11332.849609375,11243.75,11284.0,11800
2016-04-13,11351.849609375,11430.9501953125,11330.5,11412.099609375,14300
2016-04-18,11597.25,11638.099609375,11485.150390625,11493.5,27100
2016-04-20,11552.75,11697.400390625,11506.150390625,11697.400390625,17900
2016-04-21,11355.400390625,11514.5,11329.900390625,11500.4501953125,13900
2016-04-22,11304.0498046875,11376.0498046875,11292.400390625,11326.5498046875,10300
2016-04-25,11315.4501953125,11380.5498046875,11267.099609375,11288.7001953125,8900
2016-04-26,11417.349609375,11444.349609375,11251.349609375,11292.349609375,10000
2016-04-27,11453.0,11507.75,11398.900390625,11398.900390625,8800
2016-04-28,11287.150390625,11428.650390625,11265.7001953125,11350.150390625,26600
2016-04-29,11196.25,11279.25,11140.5498046875,11269.099609375,17900
2016-05-02,11117.7001953125,11181.150390625,11075.9501953125,11181.150390625,8200
2016-05-03,10925.7001953125,11167.900390625,10909.9501953125,11129.900390625,12700
2016-05-04,10948.599609375,10969.599609375,10858.7998046875,10913.75,13600
2016-05-05,10973.849609375,11024.150390625,10909.599609375,10966.75,11600
2016-05-06,10887.0,10960.099609375,10846.650390625,10960.099609375,9000
2016-05-09,10991.5,11006.5,10884.0498046875,10900.099609375,10700
2016-05-10,11034.400390625,11065.7001953125,10948.75,11010.25,11000
2016-05-11,10960.400390625,11030.2998046875,10900.400390625,10926.849609375,11900
2016-05-12,11081.099609375,11089.7998046875,10955.599609375,10967.349609375,8100
2016-05-13,11030.7001953125,11081.2998046875,10986.2001953125,11081.2998046875,10900
2016-05-16,11087.75,11134.2998046875,11030.0498046875,11063.099609375,8500
2016-05-17,11125.099609375,11197.349609375,11101.25,11126.75,9800
2016-05-18,11120.0498046875,11141.5,11038.25,11073.5498046875,9000
2016-05-19,11094.599609375,11136.7001953125,11067.2001953125,11124.7998046875,7800
2016-05-20,11036.150390625,11149.150390625,11025.7001953125,11067.0,10300
2016-05-23,10939.900390625,11080.400390625,10917.150390625,11080.400390625,14000
2016-05-24,10924.7998046875,10946.5,10868.150390625,10946.5,14200
2016-05-25,11215.5,11223.400390625,11019.0498046875,11019.0498046875,20900
2016-05-26,11337.150390625,11366.0498046875,11178.25,11231.849609375,15800
2016-05-27,11420.849609375,11462.0498046875,11325.7001953125,11325.7001953125,11300
2016-05-30,11547.5,11579.25,11433.9501953125,11433.9501953125,10200
2016-05-31,11395.849609375,11559.4501953125,11374.849609375,11554.650390625,32100
2016-06-01,11494.900390625,11516.0,11405.5,11405.5,10800
2016-06-02,11458.2001953125,11586.2001953125,11399.4501953125,11447.0498046875,13900
2016-06-03,11462.0,11527.0,11450.25,11482.0498046875,8700
2016-06-06,11395.7998046875,11469.150390625,11382.75,11443.5,10300
2016-06-07,11413.349609375,11461.25,11384.4501953125,11434.599609375,11900
2016-06-08,11404.5,11427.150390625,11380.900390625,11427.150390625,10400
2016-06-09,11264.849609375,11413.2998046875,11215.9501953125,11413.2998046875,14900
2016-06-10,11229.0498046875,11320.400390625,11210.599609375,11226.4501953125,12800
2016-06-13,11191.5498046875,11214.2001953125,11111.7001953125,11164.150390625,8300
2016-06-14,11169.4501953125,11222.349609375,11110.75,11210.650390625,6900
2016-06-15,11282.0498046875,11293.150390625,11172.599609375,11195.9501953125,7000
2016-06-16,11244.25,11263.5,11128.9501953125,11249.7001953125,7400
2016-06-17,11290.7998046875,11304.7998046875,11242.5498046875,11258.650390625,12500
2016-06-20,11506.599609375,11518.7001953125,11256.650390625,11272.9501953125,12600
2016-06-21,11488.4501953125,11519.900390625,11453.2001953125,11515.25,8200
2016-06-22,11490.7998046875,11524.2998046875,11421.5498046875,11509.0498046875,7600
2016-06-23,11487.0498046875,11526.400390625,11396.75,11469.349609375,6500
2016-06-24,11203.150390625,11218.2998046875,11043.099609375,11193.25,14900
2016-06-27,11008.0498046875,11094.7998046875,10976.7998046875,11069.900390625,9700
2016-06-28,10884.650390625,11031.5,10874.599609375,10978.599609375,13400
2016-06-29,11057.400390625,11072.2998046875,10900.9501953125,10943.2998046875,10800
2016-06-30,11120.150390625,11156.400390625,11052.25,11109.7001953125,15200
